Account Sale History,564050,Warranty Deed (JT) ,"$299,800.00 ",Quarter: NE/4 Section: 26 Township: 36 Range: 16 Subdiv...,
564050,,6/1/2009,5.61126E+11,,
Account Sale History,564153,Special Warranty Deed ,"$111,000.00 ",Quarter: NE/4 Section: 20 Township: 37 Range: 15 Subdiv...,
564153,,6/4/2009,5.3592E+11,,
Account Sale History,564571,Warranty Deed (JT) ,"$56,500.00 ",Quarter: NW/4 Section: 28 Township: 36 Range: 13 Subdiv...,
564571,,6/23/2009,5.60528E+11,,
Account Sale History,564611,Warranty Deed ,"$96,000.00 ",Quarter: NW/4 Section: 26 Township: 36 Range: 16 Subdiv...,
564611,,6/26/2009,5.61126E+11,,
Account Sale History,564616,Warranty Deed ,"$72,000.00 ",Quarter: NE/4 Section: 15 Township: 36 Range: 16 Subdiv...,
564616,,6/26/2009,5.61115E+11,,
Account Sale History,564826,Warranty Deed (JT) ,"$69,900.00 ",Quarter: NE/4 Section: 24 Township: 36 Range: 16 Subdiv...,
564826,,7/1/2009,5.61124E+11,,
Account Sale History,564843,Warranty Deed ,"$250,000.00 ",Section: 9 Township: 36 Range: 15 Subdivision: HIGHLINE...,
564843,,6/30/2009,5.60909E+11,,
Account Sale History,564888,Warranty Deed (JT) ,"$121,500.00 ",Section: 9 Township: 36 Range: 15 Subdivision: HIGHLINE...,
564888,,7/6/2009,5.60909E+11,,
Account Sale History,564986,Warranty Deed (JT) ,"$250,000.00 ",Section: 5 Township: 35 Range: 16 Subdivision: VALLEY V...,
564986,,7/10/2009,5.63704E+11,,
Account Sale History,565083,Warranty Deed (JT) ,"$350,000.00 ",Quarter: NE/4 Section: 27 Township: 39 Range: 18,
565083,,7/14/2009,5.07127E+11,,
Account Sale History,565165,Personal Rep's Deed ,"$147,500.00 ",Quarter: SW/4 Section: 19 Township: 36 Range: 15,
565165,,7/16/2009,5.60919E+11,,
Account Sale History,565166,Warranty Deed (doc fee) ,"$300,000.00 ",Quarter: NW/4 Section: 13 Township: 36 Range: 13,
565166,,7/17/2009,5.60513E+11,,
Account Sale History,565223,Warranty Deed ,"$430,000.00 ",Quarter: NW/4 Section: 27 Township: 36 Range: 14 Subdiv...,
565223,,7/17/2009,5.60727E+11,,
Account Sale History,565323,Warranty Deed ,"$162,400.00 ",Quarter: NW/4 Section: 30 Township: 36 Range: 15,
565323,,7/23/2009,5.6093E+11,,
Account Sale History,565477,Special Warranty Deed JT ,"$80,000.00 ",Quarter: SE/4 Section: 15 Township: 36 Range: 16,
565477,,7/29/2009,5.61115E+11,,
Account Sale History,565484,Warranty Deed (JT) ,"$260,000.00 ",Section: 1 Township: 34 Range: 17,
565484,,7/30/2009,5.63501E+11,,
Account Sale History,565488,Warranty Deed ,"$200,000.00 ",Quarter: SE/4 Section: 34 Township: 37 Range: 14,
565488,,7/30/2009,5.36134E+11,,
Account Sale History,565489,Warranty Deed (JT) ,"$245,000.00 ",Quarter: NE/4 Section: 26 Township: 36 Range: 16 Subdiv...,
565489,,7/30/2009,5.61126E+11,,
Account Sale History,565511,Warranty Deed ,"$162,400.00 ",Section: 26 Township: 36 Range: 16,
565511,,7/31/2009,5.61126E+11,,
Account Sale History,565836,Warranty Deed (JT) doc fee ,"$175,000.00 ",Section: 1 Township: 36 Range: 14 Subdivision: SHILO Lo...,
565836,,8/11/2009,5.60701E+11,,
Account Sale History,565865,Warranty Deed (JT) doc fee ,"$225,000.00 ",Quarter: SW/4 Section: 28 Township: 36 Range: 13 Subdiv...,
565865,,8/14/2009,5.60528E+11,,
Account Sale History,566019,Warranty Deed ,"$160,800.00 ",Section: 10 Township: 36 Range: 13,
566019,,8/19/2009,5.6051E+11,,
Account Sale History,566333,Warranty Deed ,"$100,000.00 ",Section: 3 Township: 35 Range: 16,
566333,,8/28/2009,5.63703E+11,,
Account Sale History,566340,Warranty Deed ,"$169,000.00 ",Section: 7 Township: 37 Range: 16,
566340,,9/4/2009,5.35707E+11,,
Account Sale History,566445,Warranty Deed (JT) doc fee ,"$215,000.00 ",Section: 36 Township: 37 Range: 16,
566445,,9/10/2009,5.35736E+11,,
Account Sale History,566617,Warranty Deed ,"$255,000.00 ",Quarter: NW/4 Section: 25 Township: 37 Range: 15,
566617,,9/18/2009,5.35925E+11,,
Account Sale History,566697,Warranty Deed ,"$125,000.00 ",Section: 26 Township: 36 Range: 16,
566697,,9/21/2009,5.61126E+11,,
Account Sale History,566858,Warranty Deed ,"$75,000.00 ",Quarter: NW/4 Section: 13 Township: 36 Range: 14,
566858,,9/29/2009,5.60713E+11,,
Account Sale History,566880,Personal Rep's Deed (JT) ,"$123,000.00 ",Quarter: NW/4 Section: 35 Township: 36 Range: 16 Subdiv...,
566880,,9/25/2009,5.61135E+11,,
Account Sale History,566894,Warranty Deed ,"$125,000.00 ",0 Subdivision: WEST FORK RANCH CABIN SITES Tract: 17,
566894,,9/30/2009,5.07936E+11,,
Account Sale History,566901,Warranty Deed (JT) doc fee ,"$115,000.00 ",Quarter: NW/4 Section: 24 Township: 37 Range: 17,
566901,,9/25/2009,5.35524E+11,,
Account Sale History,566926,Warranty Deed ,"$260,000.00 ",Section: 4 Township: 36 Range: 16,
566926,,9/28/2009,5.61104E+11,,
Account Sale History,567027,Warranty Deed ,"$30,000.00 ",Quarter: SW Section: 3 Township: 38 Range: 17 Subdivisi...,
567027,,10/7/2009,5.34103E+11,,
Account Sale History,567067,Warranty Deed ,"$242,500.00 ",Quarter: SW/4 Section: 18 Township: 36 Range: 15 Subdiv...,
567067,,10/8/2009,5.60918E+11,,
Account Sale History,567133,Warranty Deed (JT) doc fee ,"$159,100.00 ",Section: 34 Township: 36 Range: 18,
567133,,10/13/2009,5.61534E+11,,
Account Sale History,567167,Warranty Deed ,"$110,000.00 ",Quarter: SE/4 Section: 27 Township: 36 Range: 16 Subdiv...,
567167,,10/14/2009,5.61127E+11,,
Account Sale History,567215,Warranty Deed (JT) doc fee ,"$350,000.00 ",Section: 5 Township: 35 Range: 15,
567215,,10/15/2009,5.64105E+11,,
Account Sale History,567244,Warranty Deed ,"$246,000.00 ",Quarter: SW/4 Section: 35 Township: 37 Range: 16,
567244,,10/19/2009,5.35735E+11,,
Account Sale History,567269,Warranty Deed (JT) doc fee ,"$83,600.00 ",Quarter: NE/4 Section: 16 Township: 36 Range: 16,
567269,,10/20/2009,5.61116E+11,,
Account Sale History,567370,Warranty Deed (doc fee) ,"$382,500.00 ",Section: 2 Township: 36 Range: 16 Subdivision: MILDRED ...,
567370,,10/26/2009,5.61102E+11,,
Account Sale History,567385,Warranty Deed (doc fee) ,"$197,000.00 ",Quarter: SE/4 Section: 34 Township: 37 Range: 14,
567385,,10/23/2009,5.36134E+11,,
Account Sale History,567429,Warranty Deed (doc fee) ,"$140,000.00 ",Section: 16 Township: 37 Range: 16,
567429,,10/29/2009,5.35716E+11,,
Account Sale History,567553,Warranty Deed (doc fee) ,"$91,000.00 ",Section: 1 Township: 36 Range: 14 Subdivision: LONE PIN...,
567553,,11/3/2009,5.60701E+11,,
Account Sale History,567617,Warranty Deed (JT) ,"$350,000.00 ",Sixteenth: SE Quarter: NW Section: 17 Township: 37 Range...,
567617,,11/9/2009,5.36117E+11,,
Account Sale History,567774,Warranty Deed (doc fee) ,"$195,000.00 ",Section: 9 Township: 36 Range: 15,
567774,,11/17/2009,5.60909E+11,,
Account Sale History,567860,Warranty Deed (JT) ,"$62,500.00 ",Quarter: NE/4 Section: 33 Township: 37 Range: 14 Subdiv...,
567860,,11/20/2009,5.36133E+11,,
Account Sale History,567892,Warranty Deed (doc fee) ,"$151,900.00 ",Section: 10 Township: 35 Range: 16 TR SE1/4SE1/4 3.04A ...,
567892,,11/20/2009,5.6371E+11,,
Account Sale History,567934,Warranty Deed (JT) doc fee ,"$133,500.00 ",Quarter: SW/4 Section: 35 Township: 37 Range: 16,
567934,,11/25/2009,5.35735E+11,,
Account Sale History,567937,Warranty Deed (doc fee) ,"$161,400.00 ",Quarter: SW Section: 3 Township: 38 Range: 17 Subdivisi...,
567937,,11/25/2009,5.34103E+11,,
Account Sale History,568019,Warranty Deed (JT) doc fee ,"$387,000.00 ",Section: 2 Township: 36 Range: 16 Subdivision: LEBANON ...,
568019,,12/2/2009,5.61102E+11,,
Account Sale History,568038,Warranty Deed (JT) doc fee ,"$60,000.00 ",Quarter: NW/4 Section: 35 Township: 36 Range: 16,
568038,,12/2/2009,5.61135E+11,,
Account Sale History,568038,Warranty Deed (JT) doc fee ,"$60,000.00 ",Quarter: NW/4 Section: 35 Township: 36 Range: 16,
568038,,12/2/2009,5.61135E+11,,
Account Sale History,568038,Warranty Deed (JT) doc fee ,"$60,000.00 ",Quarter: NW/4 Section: 35 Township: 36 Range: 16,
568038,,12/2/2009,5.61135E+11,,
Account Sale History,568044,Warranty Deed (JT) doc fee ,"$83,600.00 ",Quarter: NE/4 Section: 16 Township: 36 Range: 16,
568044,,11/19/2009,5.61116E+11,,
Account Sale History,568072,Warranty Deed (doc fee) ,"$300,000.00 ",Quarter: SW/4 Section: 22 Township: 36 Range: 14 Subdiv...,
568072,,12/7/2009,5.60722E+11,,
Account Sale History,568136,Warranty Deed (doc fee) ,"$132,000.00 ",Quarter: NE/4 Section: 33 Township: 37 Range: 14 Subdiv...,
568136,,12/3/2009,5.36133E+11,,
Account Sale History,568160,Warranty Deed (doc fee) ,"$90,000.00 ",Section: 7 Township: 35 Range: 16 Subdivision: SAGE HIL...,
568160,,11/6/2009,5.63707E+11,,
Account Sale History,568189,Warranty Deed (JT) doc fee ,"$145,000.00 ",Quarter: SW/4 Section: 10 Township: 37 Range: 16,
568189,,12/11/2009,5.3571E+11,,
Account Sale History,568293,Warranty Deed (JT) ,"$90,000.00 ",Section: 6 Township: 36 Range: 13,
568293,,12/14/2009,5.60506E+11,,
Account Sale History,568342,Warranty Deed (doc fee) ,"$269,000.00 ",Quarter: SW/4 Section: 31 Township: 37 Range: 16,
568342,,12/18/2009,5.35731E+11,,
Account Sale History,568347,Warranty Deed (JT) doc fee ,"$175,000.00 ",Quarter: SW/4 Section: 19 Township: 37 Range: 16 Subdiv...,
568347,,11/11/2009,5.35719E+11,,
Account Sale History,568351,Warranty Deed (JT) doc fee ,"$140,000.00 ",Quarter: NE/4 Section: 19 Township: 39 Range: 17,
568351,,12/17/2009,5.07319E+11,,
Account Sale History,568361,Warranty Deed (JT) doc fee ,"$228,500.00 ",Quarter: SE/4 Section: 34 Township: 37 Range: 14,
568361,,12/18/2009,5.36134E+11,,
Account Sale History,568418,Quit Claim (JT$) ,"$200,000.00 ",Section: 6 Township: 37 Range: 16 Subdivision: SUNNYSID...,
568418,,12/23/2009,5.35706E+11,,
Account Sale History,568510,Warranty Deed (JT) doc fee ,"$91,000.00 ",Section: 1 Township: 36 Range: 14 Subdivision: LONE PIN...,
568510,,12/22/2009,5.60701E+11,,
Account Sale History,568649,Warranty Deed (JT) doc fee ,"$169,000.00 ",0 Subdivision: LEBANON TOWNSITE Block: 24 Lot: 1-4,
568649,,1/8/2010,5.35722E+11,,
Account Sale History,568724,Warranty Deed (JT) doc fee ,"$70,000.00 ",Quarter: NE/4 Section: 31 Township: 35 Range: 16,
568724,,1/13/2010,5.63731E+11,,
Account Sale History,568778,Warranty Deed (JT) doc fee ,"$199,000.00 ",Section: 7 Township: 36 Range: 15,
568778,,1/14/2010,5.60907E+11,,
Account Sale History,568823,Warranty Deed (doc fee) ,"$35,000.00 ",Quarter: SW/4 Section: 11 Township: 35 Range: 16,
568823,,1/19/2010,5.63711E+11,,
Account Sale History,569112,Warranty Deed (doc fee) ,"$165,000.00 ",Quarter: SE/4 Section: 10 Township: 37 Range: 15 Subdiv...,
569112,,2/8/2010,5.3591E+11,,
Account Sale History,569136,Warranty Deed (JT) doc fee ,"$470,000.00 ",Quarter: SW/4 Section: 31 Township: 37 Range: 16,
569136,,2/10/2010,5.35731E+11,,
Account Sale History,569271,Warranty Deed (JT) doc fee ,"$175,000.00 ",Quarter: SE/4 Section: 30 Township: 36 Range: 13,
569271,,2/12/2010,5.6053E+11,,
Account Sale History,569332,Warranty Deed (doc fee) ,"$55,000.00 ",Quarter: SE/4 Section: 26 Township: 39 Range: 17 Subdiv...,
569332,,2/19/2010,5.07326E+11,,
Account Sale History,569408,Warranty Deed (doc fee) ,"$223,500.00 ",Quarter: NW/4 Section: 30 Township: 36 Range: 15 Subdiv...,
569408,,2/25/2010,5.6093E+11,,
Account Sale History,569440,Warranty Deed (doc fee) ,"$210,000.00 ",Quarter: NW/4 Section: 11 Township: 36 Range: 16,
569440,,2/26/2010,5.61111E+11,,
Account Sale History,569477,Warranty Deed (JT) doc fee ,"$390,000.00 ",Quarter: NE/4 Section: 24 Township: 36 Range: 16 Subdiv...,
569477,,3/2/2010,5.61124E+11,,
Account Sale History,569697,Warranty Deed (JT) doc fee ,"$139,900.00 ",Quarter: NE/4 Section: 16 Township: 37 Range: 15 Subdiv...,
569697,,3/18/2010,5.35916E+11,,
Account Sale History,569741,Warranty Deed (doc fee) ,"$139,900.00 ",Quarter: NW/4 Section: 35 Township: 36 Range: 16 Subdiv...,
569741,,3/19/2010,5.61135E+11,,
Account Sale History,569910,Warranty Deed (doc fee) ,"$160,000.00 ",Section: 26 Township: 36 Range: 16,
569910,,3/26/2010,5.61126E+11,,
Account Sale History,569977,Warranty Deed (doc fee) ,"$185,000.00 ",Subdivision: GEORGE BAUERS (FIRST & SECOND) Lot: 1 Block...,
569977,,3/26/2010,5.60528E+11,,
Account Sale History,569983,Warranty Deed (JT) doc fee ,"$220,000.00 ",Quarter: SW/4 Section: 14 Township: 36 Range: 16,
569983,,3/31/2010,5.61114E+11,,
Account Sale History,570093,Warranty Deed (JT) doc fee ,"$255,000.00 ",Section: 9 Township: 36 Range: 16 Subdivision: TULAROSA...,
570093,,3/26/2010,5.61109E+11,,
Account Sale History,570132,Warranty Deed (JT) doc fee ,"$62,500.00 ",Quarter: NW/4 Section: 22 Township: 36 Range: 16,
570132,,4/8/2010,5.61122E+11,,
Account Sale History,570187,Warranty Deed (JT) doc fee ,"$280,000.00 ",Section: 2 Township: 36 Range: 16 Subdivision: MILDRED ...,
570187,,4/12/2010,5.61102E+11,,
Account Sale History,570223,Warranty Deed (JT) doc fee ,"$325,000.00 ",Section: 2 Township: 36 Range: 16 Subdivision: MILDRED ...,
570223,,4/13/2010,5.61102E+11,,
Account Sale History,570263,Warranty Deed (doc fee) ,"$238,500.00 ",Quarter: NE/4 Section: 26 Township: 36 Range: 16 Subdiv...,
570263,,4/15/2010,5.61126E+11,,
Account Sale History,570280,Warranty Deed (doc fee) ,"$135,500.00 ",Quarter: NW/4 Section: 15 Township: 36 Range: 16,
570280,,4/16/2010,5.61115E+11,,
Account Sale History,570313,Warranty Deed (doc fee) ,"$45,000.00 ",Quarter: SW/4 Section: 33 Township: 36 Range: 15 Subdiv...,
570313,,4/21/2010,5.60933E+11,,
Account Sale History,570429,Warranty Deed (JT) doc fee ,"$175,000.00 ",Quarter: NE/4 Section: 17 Township: 36 Range: 15,
570429,,4/23/2010,5.60917E+11,,
Account Sale History,570486,Warranty Deed (JT) doc fee ,"$325,000.00 ",Quarter: NW/4 Section: 20 Township: 35 Range: 16,
570486,,4/28/2010,5.6372E+11,,
Account Sale History,570532,No Xfer Made ,"$165,000.00 ",Quarter: NW/4 Section: 24 Township: 36 Range: 16 Subdiv...,
570532,,4/30/2010,5.61124E+11,,
Account Sale History,570540,Warranty Deed (doc fee) ,"$157,500.00 ",Quarter: NW/4 Section: 35 Township: 36 Range: 16 Subdiv...,
570540,,4/30/2010,5.61135E+11,,
Account Sale History,570554,Warranty Deed (doc fee) ,"$30,000.00 ",Sixteenth: NW Quarter: SW/4 Section: 10 Township: 35 Ran...,
570554,,5/1/2010,5.6371E+11,,
Account Sale History,570584,Warranty Deed (JT) doc fee ,"$306,000.00 ",Quarter: NE/4 Section: 36 Township: 36 Range: 16,
570584,,4/30/2010,5.61136E+11,,
Account Sale History,570598,Warranty Deed (doc fee) ,"$200,000.00 ",Section: 9 Township: 36 Range: 13,
570598,,5/4/2010,5.60509E+11,,
Account Sale History,570640,Warranty Deed (JT) doc fee ,"$75,000.00 ",Section: 1 Township: 36 Range: 14,
570640,,5/6/2010,5.60701E+11,,
Account Sale History,570782,Warranty Deed ,"$349,900.00 ",Quarter: NE/4 Section: 20 Township: 36 Range: 16,
570782,,5/14/2010,5.6112E+11,,
Account Sale History,570785,Warranty Deed ,"$38,000.00 ",Quarter: SW Section: 33 Township: 36 Range: 15 Subdivis...,
570785,,5/14/2010,5.60933E+11,,
Account Sale History,570792,Warranty Deed ,"$150,000.00 ",Sixteenth: NW Quarter: NW Section: 35 Township: 36 Range...,
570792,,5/14/2010,5.61135E+11,,
Account Sale History,570863,Warranty Deed (JT) ,"$265,000.00 ",Quarter: SE/4 Section: 29 Township: 36 Range: 13 Subdiv...,
570863,,5/17/2010,5.60529E+11,,
Account Sale History,570865,Warranty Deed ,"$234,200.00 ",Quarter: NE/4 Section: 24 Township: 36 Range: 16 Subdiv...,
570865,,5/17/2010,5.61124E+11,,
Account Sale History,571031,No Xfer Made ,"$182,700.00 ",Section: 34 Township: 36 Range: 18,
571031,,5/27/2010,5.61534E+11,,
Account Sale History,571039,Warranty Deed ,"$90,000.00 ",Quarter: SW/4 Section: 18 Township: 36 Range: 15 Subdiv...,
571039,,5/27/2010,5.60918E+11,,
Account Sale History,571050,Warranty Deed ,"$198,000.00 ",Quarter: NE Section: 30 Township: 38 Range: 17 Subdivis...,
571050,,4/30/2010,5.3413E+11,,
Account Sale History,571060,Warranty Deed ,"$100,000.00 ",Quarter: SW/4 Section: 18 Township: 36 Range: 15 Subdiv...,
571060,,6/1/2010,5.60918E+11,,
Account Sale History,571131,Warranty Deed (doc fee) ,"$157,000.00 ",Section: 9 Township: 36 Range: 15 Subdivision: NOLAND P...,
571131,,5/27/2010,5.60909E+11,,
Account Sale History,571202,Warranty Deed (doc fee) ,"$64,500.00 ",Quarter: NW/4 Section: 35 Township: 36 Range: 16 Subdiv...,
571202,,6/10/2010,5.61135E+11,,
Account Sale History,571290,Warranty Deed (JT) doc fee ,"$55,900.00 ",Quarter: SW Section: 15 Township: 36 Range: 15 Subdivis...,
571290,,6/15/2010,5.60915E+11,,
Account Sale History,571403,Personal Rep's Deed ,"$150,000.00 ",Section: 27 Township: 37 Range: 14 Subdivision: SUMMIT ...,
571403,,6/21/2010,5.36134E+11,,
Account Sale History,571438,Warranty Deed (JT) doc fee ,"$86,900.00 ",Quarter: NW/4 Section: 28 Township: 37 Range: 14 Subdiv...,
571438,,6/4/2010,5.36128E+11,,
Account Sale History,571470,Warranty Deed (JT) doc fee ,"$110,000.00 ",Quarter: SW/4 Section: 34 Township: 36 Range: 15,
571470,,6/24/2010,5.60934E+11,,
Account Sale History,571482,Warranty Deed (JT) doc fee ,"$285,000.00 ",Section: 5 Township: 35 Range: 13,
571482,,6/24/2010,5.64905E+11,,
Account Sale History,571535,Warranty Deed (JT) doc fee ,"$200,000.00 ",Subdivision: UTE MOUNTAIN RANCHES Lot: 11 Quarter: NW/4...,
571535,,6/28/2010,5.6373E+11,,
Account Sale History,571596,Warranty Deed (doc fee) ,"$145,700.00 ",Quarter: NW/4 Section: 35 Township: 36 Range: 16 Subdiv...,
571596,,6/30/2010,5.61135E+11,,
Account Sale History,571663,Warranty Deed (JT) doc fee ,"$239,500.00 ",Quarter: SE/4 Section: 17 Township: 36 Range: 15,
571663,,7/7/2010,5.60917E+11,,
Account Sale History,571856,Warranty Deed (doc fee) ,"$158,000.00 ",Quarter: NW/4 Section: 35 Township: 36 Range: 16 Subdiv...,
571856,,7/15/2010,5.61135E+11,,
Account Sale History,571861,Warranty Deed (doc fee) ,"$165,000.00 ",Section: 7 Township: 37 Range: 15 Subdivision: WINGSPRE...,
571861,,7/16/2010,5.35907E+11,,
Account Sale History,571864,Warranty Deed (doc fee) ,"$154,000.00 ",Quarter: SW/4 Section: 33 Township: 36 Range: 15 Subdiv...,
571864,,7/16/2010,5.60933E+11,,
Account Sale History,571867,Warranty Deed (JT) doc fee ,"$140,000.00 ",Quarter: NW/4 Section: 32 Township: 37 Range: 16,
571867,,7/16/2010,5.35732E+11,,
Account Sale History,571959,Warranty Deed (doc fee) ,"$55,000.00 ",Section: 2 Township: 353 Range: 14,
571959,,7/23/2010,5.64502E+11,,
Account Sale History,571985,Warranty Deed (doc fee) ,"$64,000.00 ",Quarter: NW/4 Section: 35 Township: 36 Range: 16 Subdiv...,
571985,,7/26/2010,5.61135E+11,,
Account Sale History,572036,Warranty Deed (doc fee) ,"$49,800.00 ",Section: 1 Township: 37 Range: 16 Subdivision: HILLTOP ...,
572036,,7/23/2010,5.35701E+11,,
Account Sale History,572042,Warranty Deed (JT) doc fee ,"$99,800.00 ",Section: 12 Township: 37 Range: 16 Subdivision: HOMESTE...,
572042,,7/23/2010,5.35712E+11,,
Account Sale History,572042,Warranty Deed (JT) doc fee ,"$99,800.00 ",Section: 12 Township: 37 Range: 16 Subdivision: HOMESTE...,
572042,,7/23/2010,5.35712E+11,,
Account Sale History,572074,Personal Rep's Deed (JT) ,"$259,000.00 ",Quarter: SW/4 Section: 10 Township: 37 Range: 15 Subdiv...,
572074,,7/29/2010,5.3591E+11,,
Account Sale History,572163,Warranty Deed (JT) doc fee ,"$190,000.00 ",Quarter: SE/4 Section: 36 Township: 37 Range: 17 Subdiv...,
572163,,8/3/2010,5.35536E+11,,
Account Sale History,572180,Warranty Deed (doc fee) ,"$445,000.00 ",Quarter: SW/4 Section: 31 Township: 37 Range: 16 Subdiv...,
572180,,8/4/2010,5.35731E+11,,
Account Sale History,572218,Warranty Deed (JT) doc fee ,"$320,000.00 ",Quarter: SW/4 Section: 33 Township: 39 Range: 18,
572218,,8/6/2010,5.07133E+11,,
Account Sale History,572251,Warranty Deed (doc fee) ,"$20,000.00 ",Quarter: NW/4 Section: 15 Township: 35 Range: 16,
572251,,7/20/2010,5.63715E+11,,
Account Sale History,572463,Warranty Deed (JT) doc fee ,"$184,000.00 ",Quarter: SE/4 Section: 34 Township: 37 Range: 14,
572463,,8/17/2010,5.36134E+11,,
Account Sale History,572496,Warranty Deed (doc fee) ,"$56,500.00 ",Quarter: NW/4 Section: 18 Township: 35 Range: 16 Subdiv...,
572496,,8/17/2010,5.63718E+11,,
Account Sale History,572506,Warranty Deed (JT) doc fee ,"$250,000.00 ",Section: 20 Township: 37 Range: 15 Subdivision: MOUNTAI...,
572506,,8/20/2010,5.35929E+11,,
Account Sale History,572542,Warranty Deed (doc fee) ,"$118,000.00 ",Section: 5 Township: 36 Range: 16 Subdivision: STACY MO...,
572542,,8/23/2010,5.61105E+11,,
Account Sale History,572564,Warranty Deed ,"$40,000.00 ",0 Subdivision: HIGHLAND TERRACE #2 Lot: 12,
572564,,8/20/2010,5.61122E+11,,
Account Sale History,572675,Warranty Deed ,"$51,100.00 ",Quarter: NW/4 Section: 33 Township: 37 Range: 15,
572675,,8/30/2010,5.35933E+11,,
Account Sale History,572701,Warranty Deed (JT) ,"$310,000.00 ",Quarter: SE/4 Section: 11 Township: 37 Range: 15,
572701,,8/26/2010,5.35911E+11,,
Account Sale History,572708,Warranty Deed ,"$460,000.00 ",Subdivision: WINGSPREAD Lot: 7 Block: 1 S: 7 T: 37 R: 1...,
572708,,9/1/2010,5.35907E+11,,
Account Sale History,572770,Warranty Deed (JT) ,"$385,000.00 ",Tract: 39 Section: 4 Township: 38 Range: 12,
572770,,9/2/2010,5.33104E+11,,
Account Sale History,572798,Warranty Deed (JT) ,"$100,000.00 ",0 Subdivision: FLYING ROGUE RANCH Lot: 13A,
572798,,9/8/2010,5.60704E+11,,
Account Sale History,572808,Personal Rep's Deed ,"$150,000.00 ",Section: 26 Township: 36 Range: 16,
572808,,9/8/2010,5.61126E+11,,
Account Sale History,572850,Warranty Deed (JT) ,"$125,000.00 ",Sixteenth: SE Quarter: SE Section: 3 Township: 35 Range:...,
572850,,9/10/2010,5.63703E+11,,
Account Sale History,572872,Warranty Deed (JT) ,"$80,500.00 ",Section: 4 Township: 35 Range: 16,
572872,,8/31/2010,5.63704E+11,,
Account Sale History,573010,Warranty Deed (JT) doc fee ,"$160,100.00 ",Quarter: NE/4 Section: 33 Township: 37 Range: 14 Subdiv...,
573010,,9/21/2010,5.36133E+11,,
Account Sale History,573156,Warranty Deed (JT) ,"$148,000.00 ",Quarter: SW/4 Section: 12 Township: 36 Range: 13,
573156,,9/30/2010,5.60512E+11,,
Account Sale History,573337,Warranty Deed ,"$155,000.00 ",Quarter: NW/4 Section: 28 Township: 36 Range: 14 Subdiv...,
573337,,10/13/2010,5.60728E+11,,
Account Sale History,573370,Warranty Deed ,"$21,000.00 ",Quarter: NE/4 Section: 24 Township: 36 Range: 16 Subdiv...,
573370,,10/14/2010,5.61124E+11,,
Account Sale History,573444,Warranty Deed (JT) doc fee ,"$58,000.00 ",Section: 12 Township: 36 Range: 13,
573444,,10/19/2010,5.60512E+11,,
Account Sale History,573506,Warranty Deed (doc fee) ,"$55,000.00 ",Section: 12 Township: 36 Range: 18,
573506,,10/22/2010,5.61512E+11,,
Account Sale History,573553,Warranty Deed (JT) ,"$236,000.00 ",Quarter: SW/4 Section: 33 Township: 36 Range: 15 Subdiv...,
573553,,10/26/2010,5.60933E+11,,
Account Sale History,573572,Warranty Deed (JT) doc fee ,"$150,000.00 ",Quarter: SW/4 Section: 33 Township: 36 Range: 17 Subdiv...,
573572,,10/27/2010,5.61333E+11,,
Account Sale History,573810,Special Warranty Deed ,"$41,000.00 ",Subdivision: UTE MOUNTAIN RANCHES Lot: 7 (STATE OWNS AL...,
573810,,11/8/2010,5.6373E+11,,
Account Sale History,574000,Warranty Deed ,"$270,000.00 ",Quarter: SE/4 Section: 24 Township: 36 Range: 16 Subdiv...,
574000,,11/19/2010,5.61124E+11,,
Account Sale History,574013,Warranty Deed (JT) ,"$275,000.00 ",Subdivision: VISTAS (THE) BLOCK: 2 LOT: 2 S: 12 T: 37...,
574013,,11/22/2010,5.35712E+11,,
Account Sale History,574069,Warranty Deed (JT) ,"$210,000.00 ",Quarter: NW/4 Section: 31 Township: 37 Range: 15 Subdiv...,
574069,,11/24/2010,5.35931E+11,,
Account Sale History,574197,Warranty Deed ,"$160,000.00 ",Section: 22 Township: 37 Range: 16,
574197,,12/3/2010,5.35722E+11,,
Account Sale History,574282,Warranty Deed ,"$168,000.00 ",Section: 24 Township: 36 Range: 16 Subdivision: MONTEZU...,
574282,,12/8/2010,5.61124E+11,,
Account Sale History,574298,Warranty Deed (JT) ,"$24,900.00 ",Quarter: NW/4 Section: 35 Township: 36 Range: 16 Subdiv...,
574298,,12/9/2010,5.61135E+11,,
Account Sale History,574333,Personal Rep's Deed ,"$275,000.00 ",Quarter: NE/4 Section: 34 Township: 36 Range: 13,
574333,,12/9/2010,5.60534E+11,,
Account Sale History,574357,Warranty Deed ,"$17,100.00 ",Quarter: NW/4 Section: 20 Township: 37 Range: 15,
574357,,12/13/2010,5.3592E+11,,
Account Sale History,574390,Warranty Deed ,"$450,000.00 ",Subdivision: INDIAN CAMP RANCH Lot: 7 35.44A - (MC161...,
574390,,12/15/2010,5.6113E+11,,
Account Sale History,574494,Warranty Deed (JT) ,"$150,000.00 ",Section: 13 Township: 36 Range: 17,
574494,,12/22/2010,5.61313E+11,,
Account Sale History,574526,Warranty Deed (JT) ,"$153,000.00 ",Section: 32 Township: 37 Range: 15,
574526,,12/1/2010,5.35932E+11,,
Account Sale History,574609,Warranty Deed (JT) doc fee ,"$280,000.00 ",Quarter: NW/4 Section: 28 Township: 36 Range: 14 Subdiv...,
574609,,12/30/2010,5.60728E+11,,
